,Date,Timestamp,KiloEx,KiloEx,KiloEx,KiloEx,KiloEx,KiloEx,KiloEx,KiloEx,KiloEx,KiloEx,KiloEx,KiloEx,KiloEx,KiloEx,KiloEx,KiloEx,KiloEx,KiloEx,KiloEx,KiloEx,KiloEx,KiloEx,KiloEx,KiloEx,KiloEx,KiloEx,KiloEx,KiloEx,KiloEx,KiloEx,KiloEx,KiloEx,KiloEx,KiloEx,KiloEx,KiloEx,KiloEx
,,,Derivatives,Derivatives,Derivatives,Derivatives,Derivatives,Derivatives,Derivatives,Derivatives,Derivatives,Derivatives,Derivatives,Derivatives,Derivatives,Derivatives,Derivatives,Derivatives,Derivatives,Derivatives,Derivatives,Derivatives,Derivatives,Derivatives,Derivatives,Derivatives,Derivatives,Derivatives,Derivatives,Derivatives,Derivatives,Derivatives,Derivatives,Derivatives,Derivatives,Derivatives,Derivatives,Derivatives,Derivatives
,,,bsc,manta,taiko,op_bnb,Total,bsc,bsc,manta,manta,manta,taiko,taiko,op_bnb,op_bnb,Total,Total,Total,Total,Total,Total,Total,bsc,bsc,manta,manta,manta,taiko,taiko,op_bnb,op_bnb,Total,Total,Total,Total,Total,Total,Total
,,,TVL,TVL,TVL,TVL,TVL,Tokens(USD),Tokens(USD),Tokens(USD),Tokens(USD),Tokens(USD),Tokens(USD),Tokens(USD),Tokens(USD),Tokens(USD),Tokens(USD),Tokens(USD),Tokens(USD),Tokens(USD),Tokens(USD),Tokens(USD),Tokens(USD),Tokens,Tokens,Tokens,Tokens,Tokens,Tokens,Tokens,Tokens,Tokens,Tokens,Tokens,Tokens,Tokens,Tokens,Tokens,Tokens
,,,,,,,,USDT,FDUSD,USDT,STONE,MANTA,usd-coin,USDC,USDT,WBNB,USDT,STONE,usd-coin,USDC,MANTA,FDUSD,WBNB,USDT,FDUSD,USDT,STONE,MANTA,usd-coin,USDC,USDT,WBNB,USDT,STONE,usd-coin,USDC,MANTA,FDUSD,WBNB
,13/11/2023,1699833600,605609.7878789199,801259.0473247359,,735415.6436119698,2142284.4788156254,605609.7878789199,,801259.0473247359,,,,,735415.6436119698,,2142284.4788156254,,,,,,,605004.7830958241,,800458.588736,,,,,735415.6436119698,,2140879.015443794,,,,,,
,14/11/2023,1699920000,631578.930170853,791815.5748686901,,780127.1305999804,2203521.6356395236,631578.930170853,,791815.5748686901,,,,,780127.1305999804,,2203521.6356395236,,,,,,,631578.930170853,,791939.117371,,,,,780127.1305999804,,2203645.1781418333,,,,,,
,15/11/2023,1700006400,633511.7572996356,787460.9796071915,,884270.0393064437,2305242.7762132706,633511.7572996356,,787460.9796071915,,,,,884270.0393064437,,2305242.7762132706,,,,,,,633566.2439966192,,787528.707076,,,,,884346.0930704477,,2305441.0441430667,,,,,,
,16/11/2023,1700092800,633073.1029679755,783777.121388,,812911.6924451202,2229761.916801096,633073.1029679755,,783777.121388,,,,,812911.6924451202,,2229761.916801096,,,,,,,633073.1029679755,,783777.121388,,,,,812911.6924451202,,2229761.916801096,,,,,,
,17/11/2023,1700179200,638712.6669462695,779657.1063488038,,853781.1377820502,2272150.9110771236,638712.6669462695,,779657.1063488038,,,,,853781.1377820502,,2272150.9110771236,,,,,,,639452.513504394,,780560.214517,,,,,854770.1067956127,,2274782.8348170067,,,,,,
,18/11/2023,1700265600,595975.013612418,769223.882839656,,856815.5163626361,2222014.4128147103,595975.013612418,,769223.882839656,,,,,856815.5163626361,,2222014.4128147103,,,,,,,594785.442726964,,767688.505828,,,,,855105.3057511338,,2217579.254306098,,,,,,
,19/11/2023,1700352000,594643.7914438407,769280.537165,,868221.4300364777,2232145.7586453184,594643.7914438407,,769280.537165,,,,,868221.4300364777,,2232145.7586453184,,,,,,,594643.7914438407,,769280.537165,,,,,868221.4300364777,,2232145.7586453184,,,,,,
,20/11/2023,1700438400,589583.50089519,764675.236943,,829621.1072712099,2183879.8451094,589583.50089519,,764675.236943,,,,,829621.1072712099,,2183879.8451094,,,,,,,589583.50089519,,764675.236943,,,,,829621.1072712099,,2183879.8451094,,,,,,
,21/11/2023,1700524800,529534.9567900096,763096.2081803059,,830193.782067436,2122824.947037752,529534.9567900096,,763096.2081803059,,,,,830193.782067436,,2122824.947037752,,,,,,,529005.9508391705,,762333.874306,,,,,830193.782067436,,2121533.6072126064,,,,,,
,22/11/2023,1700611200,535358.0632705486,756201.7474114586,,900253.6552557399,2191813.465937747,535358.0632705486,,756201.7474114586,,,,,900253.6552557399,,2191813.465937747,,,,,,,537564.2268575721,,759317.988436,,,,,903963.5215481736,,2200845.7368417457,,,,,,
,23/11/2023,1700697600,513550.594472537,762423.823454,,889197.1024345873,2165171.5203611245,513550.594472537,,762423.823454,,,,,889197.1024345873,,2165171.5203611245,,,,,,,513550.594472537,,762423.823454,,,,,889772.7854267583,,2165747.203353295,,,,,,
,24/11/2023,1700784000,535376.823987709,764934.3508982632,,909744.1463085973,2210055.3211945696,535376.823987709,,764934.3508982632,,,,,909744.1463085973,,2210055.3211945696,,,,,,,535404.6650302906,,764974.129553,,,,,909791.4554642815,,2210170.250047572,,,,,,
,25/11/2023,1700870400,523945.8629262649,758734.775374,,982152.0188410546,2264832.6571413195,523945.8629262649,,758734.775374,,,,,982152.0188410546,,2264832.6571413195,,,,,,,523945.8629262649,,758734.775374,,,,,982152.0188410546,,2264832.6571413195,,,,,,
,26/11/2023,1700956800,530493.3483816069,750330.4857278229,,1151246.981621583,2432070.8157310127,530493.3483816069,,750330.4857278229,,,,,1151246.981621583,,2432070.8157310127,,,,,,,529963.3849966103,,749580.904823,,,,,1150096.8847368462,,2429641.1745564565,,,,,,
,27/11/2023,1701043200,559975.8416402728,1187398.322537,,1308686.3324241163,3056060.496601389,559975.8416402728,,1187398.322537,,,,,1308686.3324241163,,3056060.496601389,,,,,,,559975.8416402728,,1187398.322537,,,,,1308686.3324241163,,3056060.496601389,,,,,,
,28/11/2023,1701129600,610234.5137627688,1186413.084707,,1698643.9335787012,3495291.5320484703,610234.5137627688,,1186413.084707,,,,,1698643.9335787012,,3495291.5320484703,,,,,,,610234.5137627688,,1186413.084707,,,,,1698643.9335787012,,3495291.5320484703,,,,,,
,29/11/2023,1701216000,783172.970791159,1188031.1521528447,,1449440.9427819694,3420645.065725973,783172.970791159,,1188031.1521528447,,,,,1449440.9427819694,,3420645.065725973,,,,,,,782390.5802109481,,1186844.307845,,,,,1447992.9498321374,,3417227.8378880853,,,,,,
,30/11/2023,1701302400,785305.8378846876,1204568.6822769598,,1730985.9866526215,3720860.506814269,785305.8378846876,,1204568.6822769598,,,,,1730985.9866526215,,3720860.506814269,,,,,,,784521.3165681196,,1203365.31696,,,,,1729256.729922699,,3717143.3634508187,,,,,,
,01/12/2023,1701388800,1032518.8560360546,1207151.049624,,1530404.8589242527,3770074.7645843076,1032518.8560360546,,1207151.049624,,,,,1530404.8589242527,,3770074.7645843076,,,,,,,1032518.8560360546,,1207151.049624,,,,,1530404.8589242527,,3770074.7645843076,,,,,,
,02/12/2023,1701475200,657810.2808091692,1215478.1641212208,,1649127.4646507269,3522415.909581117,657810.2808091692,,1215478.1641212208,,,,,1649127.4646507269,,3522415.909581117,,,,,,,657153.1276814877,,1214263.900221,,,,,1647479.984666061,,3518897.012568549,,,,,,
,03/12/2023,1701561600,651867.8274350951,1230299.886355338,,1643094.02267135,3525261.736461783,651867.8274350951,,1230299.886355338,,,,,1643094.02267135,,3525261.736461783,,,,,,,652019.0958653359,,1230585.382164,,,,,1643475.3089430248,,3526079.7869723607,,,,,,
,04/12/2023,1701648000,642032.034267691,1275068.175327947,,1763982.059067088,3681082.268662726,642032.034267691,,1275068.175327947,,,,,1763982.059067088,,3681082.268662726,,,,,,,641390.643624067,,1273794.380947,,,,,1762219.8392278603,,3677404.8637989275,,,,,,
,05/12/2023,1701734400,617551.3687215431,1270115.874535,,2012759.6485504266,3900426.8918069694,617551.3687215431,,1270115.874535,,,,,2012759.6485504266,,3900426.8918069694,,,,,,,617551.3687215431,,1270115.874535,,,,,2014661.4889960387,,3902328.732252582,,,,,,
,06/12/2023,1701820800,619566.4272804185,1276654.9496507698,,2054357.3743627642,3950578.7512939526,619566.4272804185,,1276654.9496507698,,,,,2054357.3743627642,,3950578.7512939526,,,,,,,619608.5606625435,,1276741.768091,,,,,2054357.3743627642,,3950707.703116308,,,,,,
,07/12/2023,1701907200,599809.8904671766,1277961.5571943219,,2103536.3511545574,3981307.798816056,599809.8904671766,,1277961.5571943219,,,,,2103536.3511545574,,3981307.798816056,,,,,,,599210.6797873892,,1276684.872322,,,,,2101434.916238319,,3977330.4683477087,,,,,,
,08/12/2023,1701993600,613417.7801902595,1286240.560388784,,2076385.3984385154,3976043.7390175583,613417.7801902595,,1286240.560388784,,,,,2076385.3984385154,,3976043.7390175583,,,,,,,612804.9752150445,,1284955.604784,,,,,2074311.0873511645,,3972071.667350209,,,,,,
,09/12/2023,1702080000,615574.6995080459,1339746.3236904272,,2073006.5551259562,4028327.5783244297,615574.6995080459,,1339746.3236904272,,,,,2073006.5551259562,,4028327.5783244297,,,,,,,615588.2424493798,,1339775.798758,,,,,2073052.1622735262,,4028416.203480906,,,,,,
,10/12/2023,1702166400,516423.9371873344,1332276.4360085179,,2124870.197013733,3973570.570209585,516423.9371873344,,1332276.4360085179,,,,,2124870.197013733,,3973570.570209585,,,,,,,515908.0291581763,,1330945.490518,,,,,2122747.449564169,,3969600.9692403455,,,,,,
,11/12/2023,1702252800,520794.62974592566,1333221.095888,,2125115.594832999,3979131.320466925,520794.62974592566,,1333221.095888,,,,,2125115.594832999,,3979131.320466925,,,,,,,520794.62974592566,,1333221.095888,,,,,2125115.594832999,,3979131.320466925,,,,,,
,12/12/2023,1702339200,522183.469082777,1331002.8496583705,,2083579.2272345906,3936765.545975738,522183.469082777,,1331002.8496583705,,,,,2083579.2272345906,,3936765.545975738,,,,,,,522202.26836443815,,1331050.767486,,,,,2083654.238787187,,3936907.274637625,,,,,,
,13/12/2023,1702425600,516911.94391616073,1336941.6888661084,,1870456.6501084561,3724310.282890725,516911.94391616073,,1336941.6888661084,,,,,1870456.6501084561,,3724310.282890725,,,,,,,517315.4499671351,,1338186.202034,,,,,1871916.7451696885,,3727418.3971708235,,,,,,
,14/12/2023,1702512000,508300.3994425941,807164.5010521867,,1760736.9117547928,3076201.812249574,508300.3994425941,,807164.5010521867,,,,,1760736.9117547928,,3076201.812249574,,,,,,,508872.8814342076,,808073.583834,,,,,1762719.9717229812,,3079666.4369911887,,,,,,
,15/12/2023,1702598400,406905.9819971765,804025.890386,,1750999.3795498763,2961931.2519330527,406905.9819971765,,804025.890386,,,,,1750999.3795498763,,2961931.2519330527,,,,,,,406905.9819971765,,804025.890386,,,,,1751803.457336794,,2962735.3297199705,,,,,,
,16/12/2023,1702684800,399582.32665343425,617515.6587157594,,1753902.7669552343,2771000.752324428,399582.32665343425,,617515.6587157594,,,,,1753902.7669552343,,2771000.752324428,,,,,,,399766.61906482314,,617800.46473,,,,,1754711.6890438837,,2772278.772838707,,,,,,
,17/12/2023,1702771200,398802.624867793,616058.291900333,,1962787.8320363525,2977648.7488044784,398802.624867793,,616058.291900333,,,,,1962787.8320363525,,2977648.7488044784,,,,,,,398962.20975169365,,616399.777377,,,,,1963573.2613408887,,2978935.2484695823,,,,,,
,18/12/2023,1702857600,416775.7455974517,612679.572861,,2256378.281985852,3285833.600444304,416775.7455974517,,612679.572861,,,,,2256378.281985852,,3285833.600444304,,,,,,,416775.7455974517,,612679.572861,,,,,2256378.281985852,,3285833.600444304,,,,,,
,19/12/2023,1702944000,485562.26329191105,610757.0705134149,,2365934.0611985116,3462253.3950038375,485562.26329191105,,610757.0705134149,,,,,2365934.0611985116,,3462253.3950038375,,,,,,,485965.6147521553,,611264.419982,,,,,2367899.417715215,,3465129.4524493706,,,,,,
,20/12/2023,1703030400,513896.76370760176,600227.498238,,2437172.6446324475,3551296.906578049,513896.76370760176,,600227.498238,,,,,2437172.6446324475,,3551296.906578049,,,,,,,513896.76370760176,,600227.498238,,,,,2437172.6446324475,,3551296.906578049,,,,,,
,21/12/2023,1703116800,404763.9178014262,598228.561692762,,2465852.0628128997,3468844.542307088,404763.9178014262,,598228.561692762,,,,,2465852.0628128997,,3468844.542307088,,,,,,,404359.55824318307,,597630.930762,,,,,2463388.674138761,,3465379.163143944,,,,,,
,22/12/2023,1703203200,537063.3576674131,600401.8341779979,,2439136.1546102953,3576601.3464557063,537063.3576674131,,600401.8341779979,,,,,2439136.1546102953,,3576601.3464557063,,,,,,,537063.3576674131,,600508.724731,,,,,2439570.3981411643,,3577142.4805395775,,,,,,
,23/12/2023,1703289600,547964.345923343,605196.7009608519,,2497920.4273433806,3651081.4742275756,547964.345923343,,605196.7009608519,,,,,2497920.4273433806,,3651081.4742275756,,,,,,,547416.9289943487,,604592.108852,,,,,2495425.00234104,,3647434.0401873887,,,,,,
,24/12/2023,1703376000,555414.416590462,608013.200828,,2616615.802118588,3780043.4195370497,555414.416590462,,608013.200828,,,,,2616615.802118588,,3780043.4195370497,,,,,,,555414.416590462,,608013.200828,,,,,2616615.802118588,,3780043.4195370497,,,,,,
,25/12/2023,1703462400,556397.8577815952,615651.3925277806,,2638136.7344301865,3810185.9847395625,556397.8577815952,,615651.3925277806,,,,,2638136.7344301865,,3810185.9847395625,,,,,,,556426.7919747779,,615683.408065,,,,,2638273.9246742697,,3810384.1247140476,,,,,,
,26/12/2023,1703548800,502633.17723044107,611628.2530078527,,2689822.2730083438,3804083.7032466372,502633.17723044107,,611628.2530078527,,,,,2689822.2730083438,,3804083.7032466372,,,,,,,502924.37044092634,,611982.590928,,,,,2691380.5823655333,,3806287.5437344597,,,,,,
,27/12/2023,1703635200,517980.7019775842,604559.0314289194,,2801554.1887452086,3924093.922151712,517980.7019775842,,604559.0314289194,,,,,2801554.1887452086,,3924093.922151712,,,,,,,517980.7019775842,,604989.178735,,,,,2802652.8286540406,,3925622.7093666247,,,,,,
,28/12/2023,1703721600,624909.3965372462,614446.924909884,,2920154.995549929,4159511.316997059,624909.3965372462,,614446.924909884,,,,,2920154.995549929,,4159511.316997059,,,,,,,626166.7393498607,,613220.483942,,,,,2914326.3428642005,,4153713.5661560614,,,,,,
,29/12/2023,1703808000,578630.1930353451,624824.409282,,3302271.229764915,4505725.83208226,578630.1930353451,,624824.409282,,,,,3302271.229764915,,4505725.83208226,,,,,,,578630.1930353451,,624824.409282,,,,,3298972.257507408,,4502426.859824752,,,,,,
,30/12/2023,1703894400,585361.6966353059,635931.2234965042,,4966580.669182217,6187873.589314027,585361.6966353059,,635931.2234965042,,,,,4966580.669182217,,6187873.589314027,,,,,,,585522.1296988433,,636105.516408,,,,,4967941.885258778,,6189569.531365622,,,,,,
,31/12/2023,1703980800,665480.2167239737,646198.30564,,5820596.016663522,7132274.539027496,665480.2167239737,,646198.30564,,,,,5820596.016663522,,7132274.539027496,,,,,,,665596.0304332691,,646198.30564,,,,,5821608.976625456,,7133403.312698725,,,,,,
,01/01/2024,1704067200,764727.7366653286,688122.145984,,8223184.497861331,9676034.38051066,764727.7366653286,,688122.145984,,,,,8223184.497861331,,9676034.38051066,,,,,,,764727.7366653286,,688122.145984,,,,,8223184.497861331,,9676034.38051066,,,,,,
,02/01/2024,1704153600,805153.7234952564,670066.0647426449,,9327795.073018376,10803014.861256277,805153.7234952564,,670066.0647426449,,,,,9327795.073018376,,10803014.861256277,,,,,,,801147.9835773696,,666732.402729,,,,,9281388.132356593,,10749268.518662963,,,,,,
,03/01/2024,1704240000,842255.5732480778,700960.273524444,,9589930.71386274,11133146.560635261,842255.5732480778,,700960.273524444,,,,,9589930.71386274,,11133146.560635261,,,,,,,840574.4243992792,,699561.151222,,,,,9580350.363499241,,11120485.93912052,,,,,,
,04/01/2024,1704326400,1029430.5160107916,699145.7536613549,,9458121.140079299,11186697.409751445,1029430.5160107916,,699145.7536613549,,,,,9458121.140079299,,11186697.409751445,,,,,,,1028402.1138968949,,698447.306355,,,,,9448672.46761169,,11175521.887863584,,,,,,
,05/01/2024,1704412800,1414752.1532022203,715629.226505712,,7530505.310464574,9660886.690172506,1414752.1532022203,,715629.226505712,,,,,7530505.310464574,,9660886.690172506,,,,,,,1414752.1532022203,,714200.824856,,,,,7515474.361741092,,9644427.339799313,,,,,,
,06/01/2024,1704499200,1247283.2143297666,716296.7647805968,,9665869.636729347,11629449.615839709,1247283.2143297666,,716296.7647805968,,,,,9665869.636729347,,11629449.615839709,,,,,,,1246037.177152614,,715581.183597,,,,,9656213.423306042,,11617831.784055656,,,,,,
,07/01/2024,1704585600,1287170.3181146244,718972.8804037779,,9590573.479789007,11596716.67830741,1287170.3181146244,,718972.8804037779,,,,,9590573.479789007,,11596716.67830741,,,,,,,1285884.4336809434,,718254.625778,,,,,9580992.487301707,,11585131.54676065,,,,,,
,08/01/2024,1704672000,1463736.0378833043,731068.785715164,,9775150.070585966,11969954.894184435,1463736.0378833043,,731068.785715164,,,,,9775150.070585966,,11969954.894184435,,,,,,,1460814.409065174,,729609.566582,,,,,9755638.792999966,,11946062.76864714,,,,,,
,09/01/2024,1704758400,1589092.9173224226,738231.62299887,,9715610.496730853,12042935.037052147,1589092.9173224226,,738231.62299887,,,,,9715610.496730853,,12042935.037052147,,,,,,,1587505.4119105123,,737494.12887,,,,,9696218.060609633,,12021217.601390144,,,,,,
,10/01/2024,1704844800,2360207.576114402,741658.899133,,9532777.232685516,12634643.707932917,2360207.576114402,,741658.899133,,,,,9532777.232685516,,12634643.707932917,,,,,,,2360207.576114402,,741658.899133,,,,,9532777.232685516,,12634643.707932917,,,,,,
,11/01/2024,1704931200,3044273.046255715,739742.1058247219,,9679279.552030908,13463294.704111345,3044273.046255715,,739742.1058247219,,,,,9679279.552030908,,13463294.704111345,,,,,,,3045518.663389041,,739003.102722,,,,,9659959.632765377,,13444481.398876417,,,,,,
,12/01/2024,1705017600,2843543.698580104,732244.7040455401,,9760303.464538844,13336091.867164489,2843543.698580104,,732244.7040455401,,,,,9760303.464538844,,13336091.867164489,,,,,,,2837867.962654794,,730783.13777,,,,,9740821.82089705,,13309472.921321845,,,,,,
,13/01/2024,1705104000,3063666.33960007,739535.004382,,9969153.202649238,13772354.546631306,3063666.33960007,,739535.004382,,,,,9969153.202649238,,13772354.546631306,,,,,,,3063666.33960007,,739535.004382,,,,,9969153.202649238,,13772354.546631306,,,,,,
,14/01/2024,1705190400,3068512.0269721225,756779.6693785514,,9993048.604952183,13818340.301302858,3068512.0269721225,,756779.6693785514,,,,,9993048.604952183,,13818340.301302858,,,,,,,3071620.5069251307,,756857.625714,,,,,9994077.994985666,,13822556.127624797,,,,,,
,15/01/2024,1705276800,3070665.544623792,771639.7922172116,,9905066.713924015,13747372.050765019,3070665.544623792,,771639.7922172116,,,,,9905066.713924015,,13747372.050765019,,,,,,,3071663.8353702878,,772972.396629,,,,,9920224.817445071,,13764861.049444359,,,,,,
,16/01/2024,1705363200,2973280.6938442606,1173580.06779013,,10069610.16387466,14216470.92550905,2973280.6938442606,,1173580.06779013,,,,,10069610.16387466,,14216470.92550905,,,,,,,2970310.3834608,,1172407.66013,,,,,10072188.644167567,,14214906.687758366,,,,,,
,17/01/2024,1705449600,3074362.711259483,1184035.6073545387,,10038560.039887019,14296958.35850104,3074362.711259483,,1184035.6073545387,,,,,10038560.039887019,,14296958.35850104,,,,,,,3075048.447063178,,1184162.312722,,,,,10040799.138094813,,14300009.897879992,,,,,,
,18/01/2024,1705536000,2615242.538216545,1210028.1080115873,,10108957.034096545,13934227.680324677,2615242.538216545,,1210028.1080115873,,,,,10108957.034096545,,13934227.680324677,,,,,,,2616129.4060852076,,1210438.446645,,,,,10112385.132656515,,13938952.985386722,,,,,,
,19/01/2024,1705622400,3102133.1178172636,1206289.7399733178,,10184967.522443939,14493390.38023452,3102133.1178172636,,1206289.7399733178,,,,,10184967.522443939,,14493390.38023452,,,,,,,3099034.0837335302,,1205084.655318,,,,,10174792.729714226,,14478911.468765756,,,,,,
,20/01/2024,1705708800,3125339.375648988,1207994.2501871374,,9991887.949253414,14325221.57508954,3125339.375648988,,1207994.2501871374,,,,,9991887.949253414,,14325221.57508954,,,,,,,3126605.6509376178,,1208483.68608,,,,,9995936.303456314,,14331025.640473932,,,,,,
,21/01/2024,1705795200,3124519.4248176897,1334164.7026937508,,9999066.580162829,14457750.707674269,3124519.4248176897,,1334164.7026937508,,,,,9999066.580162829,,14457750.707674269,,,,,,,3128263.956773948,,1335763.611737,,,,,10011049.806781547,,14475077.375292495,,,,,,
,22/01/2024,1705881600,3135809.864739025,1367909.214123565,,10021831.148731863,14525550.227594454,3135809.864739025,,1367909.214123565,,,,,10021831.148731863,,14525550.227594454,,,,,,,3140158.9849331575,,1369806.395982,,,,,10035730.635662256,,14545696.016577413,,,,,,
,23/01/2024,1705968000,3140932.3140389766,1417252.7608356315,,10110907.578623712,14669092.65349832,3140932.3140389766,,1417252.7608356315,,,,,10110907.578623712,,14669092.65349832,,,,,,,3141909.4478772664,,1417693.663565,,,,,10114053.049121989,,14673656.160564255,,,,,,
,24/01/2024,1706054400,3167613.5568686966,1605971.357812683,,10455639.187743679,15229224.10242506,3167613.5568686966,,1605971.357812683,,,,,10455639.187743679,,15229224.10242506,,,,,,,3168839.8979091877,,1606593.109346,,,,,10459687.08664621,,15235120.0939014,,,,,,
,25/01/2024,1706140800,3169554.0229743635,2221286.5378404786,,10361342.073800456,15752182.634615298,3169554.0229743635,,2221286.5378404786,,,,,10361342.073800456,,15752182.634615298,,,,,,,3173190.499286546,,2223835.052811,,,,,10373229.795145692,,15770255.347243238,,,,,,
,26/01/2024,1706227200,3177317.3623585906,2526905.3561439174,,10622386.348607164,16326609.067109672,3177317.3623585906,,2526905.3561439174,,,,,10622386.348607164,,16326609.067109672,,,,,,,3179355.3291245596,,2529257.56568,,,,,10629199.665592808,,16337812.560397368,,,,,,
,27/01/2024,1706313600,3141307.855054251,2160521.72265,,10911713.205761408,16213542.78346566,3141307.855054251,,2160521.72265,,,,,10911713.205761408,,16213542.78346566,,,,,,,3141307.855054251,,2160521.72265,,,,,10911713.205761408,,16213542.78346566,,,,,,
,28/01/2024,1706400000,3144743.9386728443,2149275.750093,,12635602.772861183,17929622.46162703,3144743.9386728443,,2149275.750093,,,,,12635602.772861183,,17929622.46162703,,,,,,,3144743.9386728443,,2149275.750093,,,,,12635602.772861183,,17929622.46162703,,,,,,
,29/01/2024,1706486400,3146085.759389528,2128595.346758034,,14564326.584995594,19839007.691143155,3146085.759389528,,2128595.346758034,,,,,14564326.584995594,,19839007.691143155,,,,,,,3146265.0965000284,,2128716.683609,,,,,14565156.798933133,,19840138.579042163,,,,,,
,30/01/2024,1706572800,3154128.7089832793,2379066.9312134325,,14195449.189513324,19728644.829710037,3154128.7089832793,,2379066.9312134325,,,,,14195449.189513324,,19728644.829710037,,,,,,,3154706.0201849733,,2379502.380149,,,,,14198047.432193415,,19732255.832527388,,,,,,
,31/01/2024,1706659200,3153875.5409779865,2357448.938444089,,14292441.370583396,19803765.85000547,3153875.5409779865,,2357448.938444089,,,,,14292441.370583396,,19803765.85000547,,,,,,,3150724.816161825,,2361872.72606,,,,,14319261.34708649,,19831858.889308315,,,,,,
,01/02/2024,1706745600,3152080.0952897803,2047043.572208813,,14439717.344408233,19638841.011906825,3152080.0952897803,,2047043.572208813,,,,,14439717.344408233,,19638841.011906825,,,,,,,3155421.686856161,,2049213.689506,,,,,14455025.216112096,,19659660.592474256,,,,,,
,02/02/2024,1706832000,3140935.6934748814,2236874.878207151,,14255795.977095192,19633606.548777226,3140935.6934748814,,2236874.878207151,,,,,14255795.977095192,,19633606.548777226,,,,,,,3144045.154132318,,2239089.337562,,,,,14269908.91701412,,19653043.40870844,,,,,,
,03/02/2024,1706918400,3154469.46255702,3187129.0851049647,,14311535.94705872,20653134.49472071,3154469.46255702,,3187129.0851049647,,,,,14311535.94705872,,20653134.49472071,,,,,,,3151318.144412608,,3183945.139965,,,,,14297238.708350372,,20632501.99272798,,,,,,
,04/02/2024,1707004800,3147011.0035309275,3177396.4128985326,,14436459.870348359,20760867.286777817,3147011.0035309275,,3177396.4128985326,,,,,14436459.870348359,,20760867.286777817,,,,,,,3150309.3774491167,,3180726.633684,,,,,14451590.685796387,,20782626.696929503,,,,,,
,05/02/2024,1707091200,3155909.2209234997,3185176.634074,,14421732.109807476,20762817.964804977,3155909.2209234997,,3185176.634074,,,,,14421732.109807476,,20762817.964804977,,,,,,,3155909.2209234997,,3185176.634074,,,,,14421732.109807476,,20762817.964804977,,,,,,
,06/02/2024,1707177600,3153573.5703098048,3293985.3751526773,,14355763.695868053,20803322.641330533,3153573.5703098048,,3293985.3751526773,,,,,14355763.695868053,,20803322.641330533,,,,,,,3156032.1193307634,,3298709.126622,,,,,14376350.62997017,,20831091.875922933,,,,,,
,07/02/2024,1707264000,3148372.1540381126,3398255.633997489,,14332791.233899955,20879419.021935556,3148372.1540381126,,3398255.633997489,,,,,14332791.233899955,,20879419.021935556,,,,,,,3149817.9204636053,,3399884.178519,,,,,14339659.931006907,,20889362.02998951,,,,,,
,08/02/2024,1707350400,3144562.7205120125,3347572.5819065524,,14265392.037108082,20757527.33952665,3144562.7205120125,,3347572.5819065524,,,,,14265392.037108082,,20757527.33952665,,,,,,,3145654.2625411144,,3344228.353553,,,,,14251140.896211872,,20741023.512305986,,,,,,
,09/02/2024,1707436800,3111955.673049379,3295473.5632699504,,14330196.892659726,20737626.128979057,3111955.673049379,,3295473.5632699504,,,,,14330196.892659726,,20737626.128979057,,,,,,,3115685.1481717406,,3295895.437886,,,,,14332031.392677989,,20743611.97873573,,,,,,
,10/02/2024,1707523200,3160725.945478748,3262767.5351560703,,14334947.295783687,20758440.776418507,3160725.945478748,,3262767.5351560703,,,,,14334947.295783687,,20758440.776418507,,,,,,,3157568.3771016467,,3264990.994023,,,,,14344716.047411976,,20767275.418536622,,,,,,
,11/02/2024,1707609600,3147513.17367817,3273034.678966776,,14315399.435485706,20735947.288130652,3147513.17367817,,3273034.678966776,,,,,14315399.435485706,,20735947.288130652,,,,,,,3144368.804873297,,3274328.038542,,,,,14321056.252705526,,20739753.096120823,,,,,,
,12/02/2024,1707696000,3154434.964088663,3354282.8438359234,,14337704.813105136,20846422.621029723,3154434.964088663,,3354282.8438359234,,,,,14337704.813105136,,20846422.621029723,,,,,,,3148138.6867152327,,3350931.911924,,,,,14323381.431673463,,20822452.0303127,,,,,,
,13/02/2024,1707782400,3147288.3549552327,3337377.78758976,,14240873.59935161,20725539.7418966,3147288.3549552327,,3337377.78758976,,,,,14240873.59935161,,20725539.7418966,,,,,,,3144144.2107444885,,3330716.35488,,,,,14212448.701947713,,20687309.2675722,,,,,,
,14/02/2024,1707868800,3142386.456292621,3326076.8014053577,,14259475.494972903,20727938.752670884,3142386.456292621,,3326076.8014053577,,,,,14259475.494972903,,20727938.752670884,,,,,,,3132987.493811188,,3322754.047358,,,,,14245230.264708197,,20700971.805877384,,,,,,
,15/02/2024,1707955200,3125532.2173165977,3320949.1820965456,,14045735.286917282,20492216.686330426,3125532.2173165977,,3320949.1820965456,,,,,14045735.286917282,,20492216.686330426,,,,,,,3125882.316136005,,3317631.550546,,,,,14031703.58333395,,20475217.450015955,,,,,,
,16/02/2024,1708041600,3121862.4328816882,3271834.244357,,14099154.995004518,20492851.672243208,3121862.4328816882,,3271834.244357,,,,,14099154.995004518,,20492851.672243208,,,,,,,3122080.978550187,,3271834.244357,,,,,14099154.995004518,,20493070.217911705,,,,,,
