,Date,Timestamp,Friend3,Friend3,Friend3,Friend3,Friend3,Friend3,Friend3,Friend3,Friend3,Friend3,Friend3,Friend3,Friend3
,,,SoFi,SoFi,SoFi,SoFi,SoFi,SoFi,SoFi,SoFi,SoFi,SoFi,SoFi,SoFi,SoFi
,,,op_bnb,bsc,Total,op_bnb,op_bnb,bsc,Total,Total,op_bnb,op_bnb,bsc,Total,Total
,,,TVL,TVL,TVL,Tokens(USD),Tokens(USD),Tokens(USD),Tokens(USD),Tokens(USD),Tokens,Tokens,Tokens,Tokens,Tokens
,,,,,,WBNB,BNB,BNB,BNB,WBNB,WBNB,BNB,BNB,BNB,WBNB
,27/02/2024,1708992000,12223.260199999999,50626.694104521164,62849.95430452116,12223.260199999999,,50626.694104521164,50626.694104521164,12223.260199999999,30.391,,125.8744259187498,125.8744259187498,30.391
,28/02/2024,1709078400,12004.499099999999,49735.76883021854,61740.26793021854,12004.499099999999,,49735.76883021854,49735.76883021854,12004.499099999999,30.365,,125.8050509187498,125.8050509187498,30.365
,29/02/2024,1709164800,12719.813820000001,52452.160460804356,65171.97428080436,12719.813820000001,,52452.160460804356,52452.160460804356,12719.813820000001,30.359,,125.8056759187498,125.8056759187498,30.359
,01/03/2024,1709251200,12203.40723,50588.22580720686,62791.63303720686,12203.40723,,50588.22580720686,50588.22580720686,12203.40723,30.359,,125.8006759187498,125.8006759187498,30.359
,02/03/2024,1709337600,12413.62473,51388.100993640044,63801.72572364005,12413.62473,,51388.100993640044,51388.100993640044,12413.62473,30.343,,125.6863009187498,125.6863009187498,30.343
,03/03/2024,1709424000,12448.108919999999,51560.34482372223,64008.45374372223,12448.108919999999,,51560.34482372223,51560.34482372223,12448.108919999999,30.342,,125.6619259187498,125.6619259187498,30.342
,04/03/2024,1709510400,12573.3104,52084.35505480342,64657.66545480342,12573.3104,,52084.35505480342,52084.35505480342,12573.3104,30.341,,125.6619259187498,125.6619259187498,30.341
,05/03/2024,1709596800,12631.83306,52411.076062192165,65042.90912219217,12631.83306,,52411.076062192165,52411.076062192165,12631.83306,30.338,,125.6619259187498,125.6619259187498,30.338
,06/03/2024,1709683200,11857.21645,49114.96374534336,60972.18019534336,11857.21645,,49114.96374534336,49114.96374534336,11857.21645,30.337,,125.6619259187498,125.6619259187498,30.337
,07/03/2024,1709769600,12998.5281,53843.88981766592,66842.41791766592,12998.5281,,53843.88981766592,53843.88981766592,12998.5281,30.33,,125.6625509187498,125.6625509187498,30.33
,08/03/2024,1709856000,14242.879560000001,59022.14998477759,73265.02954477759,14242.879560000001,,59022.14998477759,59022.14998477759,14242.879560000001,30.324,,125.6619259187498,125.6619259187498,30.324
,09/03/2024,1709942400,14549.350120000001,61006.35179503466,75555.70191503466,14549.350120000001,,61006.35179503466,61006.35179503466,14549.350120000001,29.969,,125.6619259187498,125.6619259187498,29.969
,10/03/2024,1710028800,14630.932900000002,61424.29851612165,76055.23141612165,14630.932900000002,,61424.29851612165,61424.29851612165,14630.932900000002,29.963,,125.6531759187498,125.6531759187498,29.963
,11/03/2024,1710115200,15369.820480000002,64452.167719281904,79821.98819928191,15369.820480000002,,64452.167719281904,64452.167719281904,15369.820480000002,29.963,,125.6475509187498,125.6475509187498,29.963
,12/03/2024,1710201600,15707.5785,65870.07325665458,81577.65175665458,15707.5785,,65870.07325665458,65870.07325665458,15707.5785,29.962,,125.6463009187498,125.6463009187498,29.962
,13/03/2024,1710288000,15767.534880000001,67029.55521663465,82797.09009663465,15767.534880000001,,67029.55521663465,67029.55521663465,15767.534880000001,29.556,,125.6458634187498,125.6458634187498,29.556
,14/03/2024,1710374400,18275.684240000002,77581.00761017544,95856.69185017544,18275.684240000002,,77581.00761017544,77581.00761017544,18275.684240000002,29.557,,125.6433634187498,125.6433634187498,29.557
,15/03/2024,1710460800,16887.58434,75487.42770152164,92375.01204152164,16887.58434,,75487.42770152164,75487.42770152164,16887.58434,28.094,,125.6364884187498,125.6364884187498,28.094
,16/03/2024,1710547200,17223.7434,77178.494835638,94402.23823563801,17223.7434,,77178.494835638,77178.494835638,17223.7434,28.038,,125.6364884187498,125.6364884187498,28.038
,17/03/2024,1710633600,16489.70856,73889.33156883514,90379.04012883514,16489.70856,,73889.33156883514,73889.33156883514,16489.70856,28.038,,125.6364884187498,125.6364884187498,28.038
,18/03/2024,1710720000,15660.624899999999,70172.5151375427,85833.14003754269,15660.624899999999,,70172.5151375427,70172.5151375427,15660.624899999999,28.038,,125.6333634187498,125.6333634187498,28.038
,19/03/2024,1710806400,15573.14634,70000.049192159,85573.195532159,15573.14634,,70000.049192159,70000.049192159,15573.14634,28.038,,125.6327384187498,125.6327384187498,28.038
,20/03/2024,1710892800,14365.54968,64334.67662458922,78700.22630458922,14365.54968,,64334.67662458922,64334.67662458922,14365.54968,28.038,,125.6364884187498,125.6364884187498,28.038
,21/03/2024,1710979200,15507.2647,69485.73918191051,84993.00388191051,15507.2647,,69485.73918191051,69485.73918191051,15507.2647,28.037,,125.6296134187498,125.6296134187498,28.037
,22/03/2024,1711065600,15796.045799999998,70874.85010632189,86670.89590632188,15796.045799999998,,70874.85010632189,70874.85010632189,15796.045799999998,28.037,,125.6289884187498,125.6289884187498,28.037
,23/03/2024,1711152000,15455.1906,69132.37603695382,84587.56663695382,15455.1906,,69132.37603695382,69132.37603695382,15455.1906,28.029,,125.6289884187498,125.6289884187498,28.029
,24/03/2024,1711238400,15642.984900000001,70105.16693650426,85748.15183650426,15642.984900000001,,70105.16693650426,70105.16693650426,15642.984900000001,28.029,,125.6139884187498,125.6139884187498,28.029
,25/03/2024,1711324800,15958.582639999999,71522.09272586775,87480.67536586775,15958.582639999999,,71522.09272586775,71522.09272586775,15958.582639999999,28.028,,125.6139884187498,125.6139884187498,28.028
,26/03/2024,1711411200,16591.73516,74385.20562818107,90976.94078818106,16591.73516,,74385.20562818107,74385.20562818107,16591.73516,28.028,,125.6146134187498,125.6146134187498,28.028
,27/03/2024,1711497600,16359.9436,73254.67410741231,89614.61770741231,16359.9436,,73254.67410741231,73254.67410741231,16359.9436,28.028,,125.6146134187498,125.6146134187498,28.028
,28/03/2024,1711584000,16369.2864,73252.16181514395,89621.44821514394,16369.2864,,73252.16181514395,73252.16181514395,16369.2864,28.032,,125.6146134187498,125.6146134187498,28.032
,29/03/2024,1711670400,16330.8606,73349.60520143407,89680.46580143407,16330.8606,,73349.60520143407,73349.60520143407,16330.8606,28.031,,125.5964884187498,125.5964884187498,28.031
,30/03/2024,1711756800,17096.3037,76512.65265514169,93608.9563551417,17096.3037,,76512.65265514169,76512.65265514169,17096.3037,28.035,,125.5808634187498,125.5808634187498,28.035
,31/03/2024,1711843200,16845.9042,75452.92488013188,92298.82908013188,16845.9042,,75452.92488013188,75452.92488013188,16845.9042,28.02,,125.5539884187498,125.5539884187498,28.02
,01/04/2024,1711929600,17010.33425,76131.91154736151,93142.24579736151,17010.33425,,76131.91154736151,76131.91154736151,17010.33425,28.025,,125.5514884187498,125.5514884187498,28.025
,02/04/2024,1712016000,16232.451299999999,72741.249219592,88973.700519592,16232.451299999999,,72741.249219592,72741.249219592,16232.451299999999,28.015,,125.5414884187498,125.5414884187498,28.015
,03/04/2024,1712102400,15497.617850000002,69410.9556533682,84908.57350336821,15497.617850000002,,69410.9556533682,69410.9556533682,15497.617850000002,28.015,,125.4739884187498,125.4739884187498,28.015
,04/04/2024,1712188800,15759.5581,70584.4890325835,86344.0471325835,15759.5581,,70584.4890325835,70584.4890325835,15759.5581,28.015,,125.4746134187498,125.4746134187498,28.015
,05/04/2024,1712275200,16387.62972,73398.67690770025,89786.30662770025,16387.62972,,73398.67690770025,73398.67690770025,16387.62972,28.014,,125.4721134187498,125.4721134187498,28.014
,06/04/2024,1712361600,16231.851009999998,72804.01748803469,89035.86849803469,16231.851009999998,,72804.01748803469,72804.01748803469,16231.851009999998,27.971,,125.4571134187498,125.4571134187498,27.971
,07/04/2024,1712448000,16425.13062,73612.5786579882,90037.7092779882,16425.13062,,73612.5786579882,73612.5786579882,16425.13062,27.971,,125.4496134187498,125.4496134187498,27.971
,08/04/2024,1712534400,16250.871290000001,72955.02327980813,89205.89456980812,16250.871290000001,,72955.02327980813,72955.02327980813,16250.871290000001,27.971,,125.4471134187498,125.4471134187498,27.971
,09/04/2024,1712620800,16481.422319999998,73928.49287993764,90409.91519993763,16481.422319999998,,73928.49287993764,73928.49287993764,16481.422319999998,27.964,,125.4471134187498,125.4471134187498,27.964
,10/04/2024,1712707200,16247.643279999998,73114.34111384995,89361.98439384995,16247.643279999998,,73114.34111384995,73114.34111384995,16247.643279999998,27.964,,125.4471134187498,125.4471134187498,27.964
,11/04/2024,1712793600,17028.39816,76348.36769778532,93376.76585778531,17028.39816,,76348.36769778532,76348.36769778532,17028.39816,27.964,,125.4471134187498,125.4471134187498,27.964
,12/04/2024,1712880000,16899.48412,75810.69863985307,92710.18275985308,16899.48412,,75810.69863985307,75810.69863985307,16899.48412,27.964,,125.4458634187498,125.4458634187498,27.964
,13/04/2024,1712966400,16640.25784,74798.01440421632,91438.27224421632,16640.25784,,74798.01440421632,74798.01440421632,16640.25784,27.964,,125.4389884187498,125.4389884187498,27.964
,14/04/2024,1713052800,15496.2506,67673.75222159088,83170.00282159088,15496.2506,,67673.75222159088,67673.75222159088,15496.2506,27.964,,122.4908634187498,122.4908634187498,27.964
,15/04/2024,1713139200,15742.89308,69190.7079318492,84933.6010118492,15742.89308,,69190.7079318492,69190.7079318492,15742.89308,27.964,,122.4896134187498,122.4896134187498,27.964
,16/04/2024,1713225600,15444.517199999998,67630.5694866627,83075.0866866627,15444.517199999998,,67630.5694866627,67630.5694866627,15444.517199999998,27.964,,122.4858634187498,122.4858634187498,27.964
,17/04/2024,1713312000,15103.937639999998,66192.28419465946,81296.22183465946,15103.937639999998,,66192.28419465946,66192.28419465946,15103.937639999998,27.948,,122.3539884187498,122.3539884187498,27.948
,18/04/2024,1713398400,14955.072119999999,65684.69185637977,80639.76397637976,14955.072119999999,,65684.69185637977,65684.69185637977,14955.072119999999,27.932,,122.3771134187498,122.3771134187498,27.932
,19/04/2024,1713484800,15394.44996,67446.92228960976,82841.37224960976,15394.44996,,67446.92228960976,67446.92228960976,15394.44996,27.931,,122.3771134187498,122.3771134187498,27.931
,20/04/2024,1713571200,15506.17396,67934.86001590057,83441.03397590057,15506.17396,,67934.86001590057,67934.86001590057,15506.17396,27.931,,122.3764884187498,122.3764884187498,27.931
,21/04/2024,1713657600,15956.9803,69977.32360760952,85934.30390760952,15956.9803,,69977.32360760952,69977.32360760952,15956.9803,27.931,,122.3764884187498,122.3764884187498,27.931
,22/04/2024,1713744000,16211.711019999999,70897.35309551076,87109.06411551076,16211.711019999999,,70897.35309551076,70897.35309551076,16211.711019999999,27.931,,122.1483634187498,122.1483634187498,27.931
,23/04/2024,1713830400,17010.2304,74072.07350689825,91082.30390689825,17010.2304,,74072.07350689825,74072.07350689825,17010.2304,27.936,,122.1464884187498,122.1464884187498,27.936
,24/04/2024,1713916800,16959.61785,74296.0060926255,91255.62394262549,16959.61785,,74296.0060926255,74296.0060926255,16959.61785,27.935,,122.1371134187498,122.1371134187498,27.935
,25/04/2024,1714003200,16935.59375,74148.71797469394,91084.31172469394,16935.59375,,74148.71797469394,74148.71797469394,16935.59375,27.935,,122.1258634187498,122.1258634187498,27.935
,26/04/2024,1714089600,17143.99485,74986.11764149656,92130.11249149656,17143.99485,,74986.11764149656,74986.11764149656,17143.99485,27.905,,122.1252384187498,122.1252384187498,27.905
,27/04/2024,1714176000,16674.19562,72929.57864631325,89603.77426631325,16674.19562,,72929.57864631325,72929.57864631325,16674.19562,27.901,,122.0333634187498,122.0333634187498,27.901
,28/04/2024,1714262400,16675.35128,72706.03668858163,89381.38796858164,16675.35128,,72706.03668858163,72706.03668858163,16675.35128,27.902,,121.6552384187498,121.6552384187498,27.902
,29/04/2024,1714348800,16890.849280000002,73526.09476963764,90416.94404963765,16890.849280000002,,73526.09476963764,73526.09476963764,16890.849280000002,27.904,,121.4664884187498,121.4664884187498,27.904
,30/04/2024,1714435200,16687.42912,72374.9893354825,89062.4184554825,16687.42912,,72374.9893354825,72374.9893354825,16687.42912,27.904,,121.1783634187498,121.1783634187498,27.904
,01/05/2024,1714521600,15862.49175,61287.775063400135,77150.26681340013,15862.49175,,61287.775063400135,61287.775063400135,15862.49175,27.895,,107.2739884187498,107.2739884187498,27.895
,02/05/2024,1714608000,15566.24685,57598.43874318126,73164.68559318126,15566.24685,,57598.43874318126,57598.43874318126,15566.24685,27.895,,103.4714884187498,103.4714884187498,27.895
,03/05/2024,1714694400,15690.3796,57986.42464201995,73676.80424201995,15690.3796,,57986.42464201995,57986.42464201995,15690.3796,27.895,,103.4677384187498,103.4677384187498,27.895
,04/05/2024,1714780800,16392.7161,60524.47016907451,76917.18626907452,16392.7161,,60524.47016907451,60524.47016907451,16392.7161,27.893,,103.1046134187498,103.1046134187498,27.893
,05/05/2024,1714867200,16358.071499999998,60469.75608259675,76827.82758259674,16358.071499999998,,60469.75608259675,60469.75608259675,16358.071499999998,27.891,,103.1027384187498,103.1027384187498,27.891
,06/05/2024,1714953600,16427.24118,60723.610311375254,77150.85149137526,16427.24118,,60723.610311375254,60723.610311375254,16427.24118,27.891,,103.0996134187498,103.0996134187498,27.891
,07/05/2024,1715040000,16537.41063,61123.81274062931,77661.2233706293,16537.41063,,61123.81274062931,61123.81274062931,16537.41063,27.891,,103.0877384187498,103.0877384187498,27.891
,08/05/2024,1715126400,16127.6714,59612.23844302626,75739.90984302625,16127.6714,,59612.23844302626,59612.23844302626,16127.6714,27.89,,103.0889884187498,103.0889884187498,27.89
,09/05/2024,1715212800,16358.3217,60282.02617178219,76640.3478717822,16358.3217,,60282.02617178219,60282.02617178219,16358.3217,27.89,,102.6758634187498,102.6758634187498,27.89
,10/05/2024,1715299200,16578.85824,60028.85316429976,76607.71140429977,16578.85824,,60028.85316429976,60028.85316429976,16578.85824,27.888,,101.0008634187498,101.0008634187498,27.888
,11/05/2024,1715385600,16327.866240000001,58505.3385343857,74833.2047743857,16327.866240000001,,58505.3385343857,58505.3385343857,16327.866240000001,27.888,,99.9083634187498,99.9083634187498,27.888
,12/05/2024,1715472000,16540.05857,59220.68241646395,75760.74098646395,16540.05857,,59220.68241646395,59220.68241646395,16540.05857,27.887,,99.9083634187498,99.9083634187498,27.887
,13/05/2024,1715558400,16603.791209999996,59475.33162056594,76079.12283056593,16603.791209999996,,59475.33162056594,59475.33162056594,16603.791209999996,27.891,,99.9064884187498,99.9064884187498,27.891
,14/05/2024,1715644800,16509.79854,59138.64675459476,75648.44529459476,16509.79854,,59138.64675459476,59138.64675459476,16509.79854,27.891,,99.9064884187498,99.9064884187498,27.891
,15/05/2024,1715731200,15747.702500000001,56498.4717094372,72246.1742094372,15747.702500000001,,56498.4717094372,56498.4717094372,15747.702500000001,27.875,,99.9071134187498,99.9071134187498,27.875
,16/05/2024,1715817600,16315.2375,58475.99929649426,74791.23679649425,16315.2375,,58475.99929649426,58475.99929649426,16315.2375,27.875,,99.9077384187498,99.9077384187498,27.875
,17/05/2024,1715904000,15857.05218,56885.82396336776,72742.87614336776,15857.05218,,56885.82396336776,56885.82396336776,15857.05218,27.858,,99.9083634187498,99.9083634187498,27.858
,18/05/2024,1715990400,16038.994400000001,57992.17232766333,74031.16672766332,16038.994400000001,,57992.17232766333,57992.17232766333,16038.994400000001,27.632,,99.9089884187498,99.9089884187498,27.632
,19/05/2024,1716076800,16027.112640000001,57972.55318622957,73999.66582622957,16027.112640000001,,57972.55318622957,57972.55318622957,16027.112640000001,27.632,,99.9096134187498,99.9096134187498,27.632
,20/05/2024,1716163200,15852.202080000003,57317.50467845258,73169.70675845258,15852.202080000003,,57317.50467845258,57317.50467845258,15852.202080000003,27.632,,99.9102384187498,99.9102384187498,27.632
,21/05/2024,1716249600,16746.3736,60550.97877493331,77297.35237493331,16746.3736,,60550.97877493331,60550.97877493331,16746.3736,27.632,,99.9108634187498,99.9108634187498,27.632
,22/05/2024,1716336000,17001.6558,61525.49456826612,78527.15036826613,17001.6558,,61525.49456826612,61525.49456826612,17001.6558,27.627,,99.9114884187498,99.9114884187498,27.627
,23/05/2024,1716422400,16992.262619999998,61451.94447933624,78444.20709933624,16992.262619999998,,61451.94447933624,61451.94447933624,16992.262619999998,27.627,,99.9121134187498,99.9121134187498,27.627
,24/05/2024,1716508800,16512.38163,59716.84462550257,76229.22625550257,16512.38163,,59716.84462550257,59716.84462550257,16512.38163,27.627,,99.9127384187498,99.9127384187498,27.627
,25/05/2024,1716595200,16574.47508,59971.49954120201,76545.97462120201,16574.47508,,59971.49954120201,59971.49954120201,16574.47508,27.614,,99.9158634187498,99.9158634187498,27.614
,26/05/2024,1716681600,16455.15957,60097.76945410963,76552.92902410963,16455.15957,,60097.76945410963,60097.76945410963,16455.15957,27.381,,99.9164884187498,99.9164884187498,27.381
,27/05/2024,1716768000,16446.94527,60016.46167974044,76463.40694974044,16446.94527,,60016.46167974044,60016.46167974044,16446.94527,27.381,,99.9158634187498,99.9158634187498,27.381
,28/05/2024,1716854400,16501.76052,60235.83413428563,76737.59465428563,16501.76052,,60235.83413428563,60235.83413428563,16501.76052,27.377,,99.9333634187498,99.9333634187498,27.377
,29/05/2024,1716940800,16499.02282,60225.464135443755,76724.48695544375,16499.02282,,60225.464135443755,60225.464135443755,16499.02282,27.377,,99.9327384187498,99.9327384187498,27.377
,30/05/2024,1717027200,16294.182100000002,59457.608841887755,75751.79094188775,16294.182100000002,,59457.608841887755,59457.608841887755,16294.182100000002,27.37,,99.9321134187498,99.9321134187498,27.37
,31/05/2024,1717113600,16280.99703,59425.42406566169,75706.42109566169,16280.99703,,59425.42406566169,59425.42406566169,16280.99703,27.369,,99.8964884187498,99.8964884187498,27.369
,01/06/2024,1717200000,16243.22781,59287.195980393815,75530.42379039382,16243.22781,,59287.195980393815,59287.195980393815,16243.22781,27.369,,99.8958634187498,99.8958634187498,27.369
,02/06/2024,1717286400,16450.969139999997,59965.982724920315,76416.95186492031,16450.969139999997,,59965.982724920315,59965.982724920315,16450.969139999997,27.354,,99.7089884187498,99.7089884187498,27.354
,03/06/2024,1717372800,16467.108,59997.854240519446,76464.96224051944,16467.108,,59997.854240519446,59997.854240519446,16467.108,27.354,,99.6989884187498,99.6989884187498,27.354
,04/06/2024,1717459200,17104.972279999998,62394.01206972201,79498.98434972201,17104.972279999998,,62394.01206972201,62394.01206972201,17104.972279999998,27.319,,99.6996134187498,99.6996134187498,27.319
,05/06/2024,1717545600,18648.49578,68057.37674940699,86705.87252940699,18648.49578,,68057.37674940699,68057.37674940699,18648.49578,27.319,,99.7002384187498,99.7002384187498,27.319
,06/06/2024,1717632000,19021.12694,69296.66880542424,88317.79574542424,19021.12694,,69296.66880542424,69296.66880542424,19021.12694,27.319,,99.6071134187498,99.6071134187498,27.319
,07/06/2024,1717718400,19315.07938,70273.25945442799,89588.33883442798,19315.07938,,70273.25945442799,70273.25945442799,19315.07938,27.319,,99.6077384187498,99.6077384187498,27.319
,08/06/2024,1717804800,18660.78933,68036.06945044543,86696.85878044543,18660.78933,,68036.06945044543,68036.06945044543,18660.78933,27.319,,99.6033634187498,99.6033634187498,27.319
,09/06/2024,1717891200,18729.36002,68286.50238012649,87015.8624001265,18729.36002,,68286.50238012649,68286.50238012649,18729.36002,27.319,,99.6039884187498,99.6039884187498,27.319
,10/06/2024,1717977600,18361.91947,67052.33986303912,85414.25933303911,18361.91947,,67052.33986303912,67052.33986303912,18361.91947,27.319,,99.5964884187498,99.5964884187498,27.319
,11/06/2024,1718064000,16790.07504,61188.15712317038,77978.23216317038,16790.07504,,61188.15712317038,61188.15712317038,16790.07504,27.246,,99.2927384187498,99.2927384187498,27.246
,12/06/2024,1718150400,16418.984519999998,59750.77437086688,76169.75889086688,16418.984519999998,,59750.77437086688,59750.77437086688,16418.984519999998,27.246,,99.2933634187498,99.2933634187498,27.246
,13/06/2024,1718236800,16864.53065,61449.07767282751,78313.60832282751,16864.53065,,61449.07767282751,61449.07767282751,16864.53065,27.247,,99.2939884187498,99.2939884187498,27.247
,14/06/2024,1718323200,16283.079670000001,59475.48754556276,75758.56721556277,16283.079670000001,,59475.48754556276,59475.48754556276,16283.079670000001,27.247,,99.2946134187498,99.2946134187498,27.247
,15/06/2024,1718409600,16462.90987,59995.17600499282,76458.08587499282,16462.90987,,59995.17600499282,59995.17600499282,16462.90987,27.247,,99.2952384187498,99.2952384187498,27.247
,16/06/2024,1718496000,16577.0748,60392.21055396738,76969.28535396738,16577.0748,,60392.21055396738,60392.21055396738,16577.0748,27.247,,99.2639884187498,99.2639884187498,27.247
,17/06/2024,1718582400,16598.05499,60358.840835405,76956.895825405,16598.05499,,60358.840835405,60358.840835405,16598.05499,27.247,,99.2646134187498,99.2646134187498,27.247
,18/06/2024,1718668800,16378.1717,59668.33481351051,76046.50651351051,16378.1717,,59668.33481351051,59668.33481351051,16378.1717,27.247,,99.2652384187498,99.2652384187498,27.247
,19/06/2024,1718755200,16044.12348,58443.76974642313,74487.89322642313,16044.12348,,58443.76974642313,58443.76974642313,16044.12348,27.247,,99.2658634187498,99.2658634187498,27.247
,20/06/2024,1718841600,16284.986959999998,59262.71311962782,75547.70007962782,16284.986959999998,,59262.71311962782,59262.71311962782,16284.986959999998,27.247,,99.2658634187498,99.2658634187498,27.247
,21/06/2024,1718928000,15944.27856,58094.353907189135,74038.63246718913,15944.27856,,58094.353907189135,58094.353907189135,15944.27856,27.244,,99.2658634187498,99.2658634187498,27.244
,22/06/2024,1719014400,15997.949240000002,58303.804879002695,74301.7541190027,15997.949240000002,,58303.804879002695,58303.804879002695,15997.949240000002,27.244,,99.2658634187498,99.2658634187498,27.244
,23/06/2024,1719100800,15984.08932,58412.37244512914,74396.46176512915,15984.08932,,58412.37244512914,58412.37244512914,15984.08932,27.194,,99.2664884187498,99.2664884187498,27.194
,24/06/2024,1719187200,15665.103699999998,57269.18307354513,72934.28677354513,15665.103699999998,,57269.18307354513,57269.18307354513,15665.103699999998,27.194,,99.2671134187498,99.2671134187498,27.194
,25/06/2024,1719273600,15369.504919999998,56132.42381149789,71501.92873149789,15369.504919999998,,56132.42381149789,56132.42381149789,15369.504919999998,27.194,,99.2721134187498,99.2721134187498,27.194
,26/06/2024,1719360000,15498.51122,57180.13506167595,72678.64628167596,15498.51122,,57180.13506167595,57180.13506167595,15498.51122,26.902,,99.2521134187498,99.2521134187498,26.902
,27/06/2024,1719446400,15393.614109999999,56825.17032688682,72218.78443688682,15393.614109999999,,56825.17032688682,56825.17032688682,15393.614109999999,26.887,,99.2527384187498,99.2527384187498,26.887
,28/06/2024,1719532800,15623.72346,57677.1220162697,73300.8454762697,15623.72346,,57677.1220162697,57677.1220162697,15623.72346,26.886,,99.2533634187498,99.2533634187498,26.886
,29/06/2024,1719619200,15242.450750000002,56271.6943902602,71514.1451402602,15242.450750000002,,56271.6943902602,56271.6943902602,15242.450750000002,26.885,,99.2533634187498,99.2533634187498,26.885
,30/06/2024,1719705600,15349.05141,56631.98409947027,71981.03550947027,15349.05141,,56631.98409947027,56631.98409947027,15349.05141,26.873,,99.2533634187498,99.2533634187498,26.873
,01/07/2024,1719792000,15683.620260000002,57852.80046952088,73536.42072952088,15683.620260000002,,57852.80046952088,57852.80046952088,15683.620260000002,26.873,,99.2533634187498,99.2533634187498,26.873
,02/07/2024,1719878400,15580.42794,57572.27598229582,73152.70392229581,15580.42794,,57572.27598229582,57572.27598229582,15580.42794,26.873,,99.2539884187498,99.2539884187498,26.873
,03/07/2024,1719964800,15564.03541,57485.29445373732,73049.32986373732,15564.03541,,57485.29445373732,57485.29445373732,15564.03541,26.873,,99.2546134187498,99.2546134187498,26.873
,04/07/2024,1720051200,14959.124179999999,55278.21993255432,70237.34411255432,14959.124179999999,,55278.21993255432,55278.21993255432,14959.124179999999,26.873,,99.2552384187498,99.2552384187498,26.873
,05/07/2024,1720137600,13871.88504,51553.17083469864,65425.05587469864,13871.88504,,51553.17083469864,51553.17083469864,13871.88504,26.871,,99.2552384187498,99.2552384187498,26.871
,06/07/2024,1720224000,13379.070899999999,49392.69531307246,62771.76621307246,13379.070899999999,,49392.69531307246,49392.69531307246,13379.070899999999,26.871,,99.2558634187498,99.2558634187498,26.871
,07/07/2024,1720310400,14088.106650000002,52108.335736209454,66196.44238620946,14088.106650000002,,52108.335736209454,52108.335736209454,14088.106650000002,26.835,,99.2558634187498,99.2558634187498,26.835
,08/07/2024,1720396800,13243.87755,48985.746273055585,62229.62382305558,13243.87755,,48985.746273055585,48985.746273055585,13243.87755,26.835,,99.2558634187498,99.2558634187498,26.835
,09/07/2024,1720483200,13867.791299999999,50575.82520502396,64443.61650502396,13867.791299999999,,50575.82520502396,50575.82520502396,13867.791299999999,26.835,,99.2558634187498,99.2558634187498,26.835
,10/07/2024,1720569600,13781.919300000001,50976.147322101526,64758.06662210153,13781.919300000001,,50976.147322101526,50976.147322101526,13781.919300000001,26.835,,99.2564884187498,99.2564884187498,26.835
,11/07/2024,1720656000,14050.65402,52090.797687044076,66141.45170704408,14050.65402,,52090.797687044076,52090.797687044076,14050.65402,26.826,,99.2564884187498,99.2564884187498,26.826
,12/07/2024,1720742400,14062.457460000001,52031.243793992835,66093.70125399284,14062.457460000001,,52031.243793992835,52031.243793992835,14062.457460000001,26.826,,99.2564884187498,99.2564884187498,26.826
,13/07/2024,1720828800,14315.15838,52978.150693507705,67293.3090735077,14315.15838,,52978.150693507705,52978.150693507705,14315.15838,26.826,,99.2564884187498,99.2564884187498,26.826
,14/07/2024,1720915200,14155.543679999999,52375.66380880589,66531.20748880589,14155.543679999999,,52375.66380880589,52375.66380880589,14155.543679999999,26.826,,99.2564884187498,99.2564884187498,26.826
,15/07/2024,1721001600,14675.96808,54301.23968412964,68977.20776412965,14675.96808,,54301.23968412964,54301.23968412964,14675.96808,26.826,,99.2564884187498,99.2564884187498,26.826
,16/07/2024,1721088000,15506.292940000001,57238.23917644044,72744.53211644044,15506.292940000001,,57238.23917644044,57238.23917644044,15506.292940000001,26.821,,99.2564884187498,99.2564884187498,26.821
,17/07/2024,1721174400,15445.40927,57158.474066955445,72603.88333695545,15445.40927,,57158.474066955445,57158.474066955445,15445.40927,26.821,,99.2558634187498,99.2558634187498,26.821
,18/07/2024,1721260800,15329.27434,56728.69617835226,72057.97051835226,15329.27434,,56728.69617835226,56728.69617835226,15329.27434,26.821,,99.2558634187498,99.2558634187498,26.821
,19/07/2024,1721347200,15343.489470000002,56781.6593297142,72125.14879971421,15343.489470000002,,56781.6593297142,56781.6593297142,15343.489470000002,26.821,,99.2564884187498,99.2564884187498,26.821
,20/07/2024,1721433600,15903.511950000002,58806.49169345669,74710.0036434567,15903.511950000002,,58806.49169345669,58806.49169345669,15903.511950000002,26.821,,99.2564884187498,99.2564884187498,26.821
,21/07/2024,1721520000,15946.15734,59011.9526244835,74958.1099644835,15946.15734,,59011.9526244835,59011.9526244835,15946.15734,26.821,,99.2564884187498,99.2564884187498,26.821
,22/07/2024,1721606400,16189.96023,59844.8154733352,76034.7757033352,16189.96023,,59844.8154733352,59844.8154733352,16189.96023,26.821,,99.2533634187498,99.2533634187498,26.821
,23/07/2024,1721692800,15858.666,58658.73778048113,74517.40378048114,15858.666,,58658.73778048113,58658.73778048113,15858.666,26.82,,99.2533634187498,99.2533634187498,26.82
,24/07/2024,1721779200,15588.27556,57706.800396429506,73295.0759564295,15588.27556,,57706.800396429506,57706.800396429506,15588.27556,26.819,,99.2514884187498,99.2514884187498,26.819
,25/07/2024,1721865600,15419.583449999998,57043.84672608457,72463.43017608457,15419.583449999998,,57043.84672608457,57043.84672608457,15419.583449999998,26.833,,99.2671134187498,99.2671134187498,26.833
